"Id","SalePrice"
1461,127629.614995496
1462,155685.098287386
1463,172963.293065301
1464,183924.748438792
1465,200930.113417209
1466,178350.568088246
1467,164222.505665121
1468,173861.368213684
1469,185952.551630322
1470,119701.565115314
1471,180533.846587075
1472,96588.9800778287
1473,97565.9418734653
1474,152412.1097777
1475,147728.49899758
1476,390574.240760953
1477,278212.900776488
1478,313866.063848618
1479,291911.239470308
1480,470934.657150456
1481,322746.57995232
1482,205382.969158675
1483,178259.016536746
1484,167202.282610379
1485,165036.619939082
1486,198349.526100647
1487,361130.345988538
1488,251325.444678756
1489,207357.610146893
1490,190924.673662604
1491,191777.44851333
1492,117081.053310728
1493,168244.408387897
1494,291428.226939959
1495,289807.634413999
1496,216790.563897271
1497,205185.779929832
1498,161182.620086238
1499,161182.620086238
1500,158752.538912652
1501,175491.310790142
1502,156375.261380988
1503,255351.336990598
1504,230664.974721928
1505,219896.973481341
1506,189773.275514781
1507,241590.05338794
1508,194792.405761579
1509,170685.451485998
1510,148371.201691952
1511,147973.253067633
1512,165316.367022443
1513,159733.621575281
1514,135145.728483632
1515,169594.631134695
1516,153229.124865392
1517,145891.135712006
1518,148266.138063586
1519,196939.304262841
1520,140702.234029904
1521,144060.472475693
1522,167398.458040286
1523,122947.14722933
1524,128506.041865545
1525,128940.606504117
1526,127542.190129924
1527,99786.4442411226
1528,131758.039839553
1529,146470.390464059
1530,156943.462029246
1531,106871.813411344
1532,91151.4158056367
1533,149856.714463279
1534,111924.855345481
1535,130825.758361477
1536,114450.490517386
1537,89149.8858492544
1538,169674.950080292
1539,217786.819415514
1540,110603.445885217
1541,140079.69514677
1542,141967.941223463
1543,217913.736291855
1544,92478.9284260357
1545,108680.98688811
1546,126159.535576938
1547,141636.381511544
1548,139100.399632951
1549,110556.243938106
1550,149262.099648964
1551,112907.766157356
1552,127140.14678943
1553,130987.556461843
1554,107051.124460989
1555,193701.923308859
1556,145520.430898784
1557,135083.862736689
1558,103946.158550793
1559,119095.796388407
1560,141164.552079435
1561,135858.204938411
1562,128156.06960247
