"Id","SalePrice"
1461,128048.756664697
1462,146805.56874898
1463,173127.732731928
1464,182644.607398269
1465,201752.333452551
1466,175945.790244526
1467,165796.553536309
1468,168533.836436057
1469,183517.997692238
1470,127800.818555881
1471,199712.733945339
1472,95957.2271258061
1473,98184.0240348914
1474,165433.90165861
1475,147173.318939227
1476,396129.300888563
1477,253067.463933479
1478,298845.9436374
1479,255194.277413915
1480,459857.925420288
1481,305029.388015025
1482,214541.130622058
1483,169675.988631862
1484,177380.184489522
1485,169201.922219383
1486,194866.755924538
1487,325837.053676903
1488,244708.74011246
1489,195278.281702761
1490,194077.077040906
1491,184414.10717956
1492,91230.1375485477
1493,188647.877279736
1494,295652.709778804
1495,300276.198130386
1496,215416.812288526
1497,190683.365308268
1498,161223.315721451
1499,163492.156930796
1500,150001.525996546
1501,171689.779045751
1502,160508.602745788
1503,317554.883195233
1504,232538.534453885
1505,222852.635514841
1506,188982.700541298
1507,246070.471362238
1508,189016.246027621
1509,160030.412869918
1510,146221.377033977
1511,146522.606136637
1512,164747.999192994
1513,151264.892116769
1514,183654.945988496
1515,221834.5982503
1516,163776.321120429
1517,153378.854120581
1518,143684.503782841
1519,220303.537454637
1520,139596.946432523
1521,141713.295751414
1522,183551.408590426
1523,114084.314023335
1524,118262.866961621
1525,128469.215697722
1526,129719.024933909
1527,103927.766263999
1528,129695.266852621
1529,138722.127293421
1530,171493.883971607
1531,126855.080082991
1532,106192.733994073
1533,134683.788155386
1534,119621.400281149
1535,154027.377019732
1536,109805.447348545
1537,87003.0804382097
1538,177050.472758643
1539,183456.571775005
1540,111659.423861442
1541,156120.305074363
1542,145169.253600358
1543,219945.39830563
1544,76212.9291128864
1545,101777.780574808
1546,123039.643540364
1547,130430.507772323
1548,122343.177272938
1549,103498.546439921
1550,147237.867389971
1551,123943.592632161
1552,133662.850371951
1553,132984.580476002
1554,114243.28440842
1555,163159.981765492
1556,99806.336917339
1557,121723.333632596
1558,98438.2491293645
1559,99608.0898189389
1560,144737.843152778
1561,156384.880460483
1562,128367.908907161
1563,122863.770607762
1564,160316.81394448
1565,154144.671189862
1566,220477.625730849
1567,85335.4043063372
1568,209474.662731658
1569,141746.291035803
1570,127993.250320444
1571,136710.191416629
1572,147536.390994231
1573,290044.795983665
1574,131279.66257399
1575,206566.573538153
1576,200437.9205124
1577,196395.392650778
1578,149172.37880386
1579,149721.850713131
1580,192948.093500392
1581,135527.78349264
1582,126528.222607275
1583,341783.950588729
1584,230418.539087944
1585,147070.199543208
1586,74534.5802865326
1587,101041.482811846
1588,142703.889711625
1589,96977.5411861219
1590,137992.09539346
1591,100866.721557394
1592,129706.654525442
1593,124546.592809248
1594,121895.995461021
1595,135048.834347168
1596,238400.936014302
1597,170733.161181071
1598,185123.313211275
1599,205853.249911315
1600,199444.022330812
1601,71134.4516159741
1602,113398.692520417
1603,87707.5410970721
1604,283087.970926438
1605,259523.927231384
1606,158906.149883183
1607,172104.771833639
1608,220706.594988915
1609,189806.753996122
1610,148406.877422004
1611,140674.078412796
1612,163955.11634574
1613,160141.596528607
1614,130285.986626134
1615,79965.1708250583
1616,78328.2359432434
1617,93123.739910388
1618,127111.626126516
1619,130092.623900388
1620,167629.430375239
1621,142513.533799284
1622,141569.86837113
1623,306541.382501815
1624,216022.485174929
1625,132284.198008699
1626,177746.45830499
1627,185484.046827561
1628,277144.570011454
1629,176170.294674155
1630,375964.549488284
1631,221308.356421802
1632,241537.014661715
1633,164063.078210058
1634,185132.666693278
1635,182087.473214177
1636,157380.125260414
1637,173680.713707362
1638,208224.290872755
1639,178255.349659775
1640,255349.383954719
1641,185933.141720069
1642,221714.653992919
1643,229627.707136993
1644,219677.982400294
1645,181674.050400399
1646,155887.119567875
1647,172694.555513672
1648,135587.194824815
1649,134862.038972319
1650,120737.010096319
1651,121852.338958507
1652,97924.0924259217
1653,95637.3901743724
1654,165910.051795498
1655,167636.114917169
1656,163844.311523075
1657,166044.246546902
1658,161243.361627567
1659,153258.242718102
1660,146947.775250938
1661,470985.60619104
1662,413999.615495715
1663,422451.374706235
1664,439436.34509155
1665,331159.844446691
1666,340556.239272058
1667,367190.911149301
1668,350208.221435957
1669,299117.877263863
1670,365024.704133045
1671,259524.019077249
1672,503799.532559261
1673,303763.255676549
1674,244941.256664515
1675,180492.00425444
1676,185763.952076331
1677,222408.649343265
1678,456482.703340492
1679,355318.201725302
1680,307067.289500938
1681,256513.407032855
1682,292415.333771749
1683,187516.23508257
1684,171810.230712063
1685,175626.750595598
1686,176322.278320049
1687,163311.888033336
1688,185162.400993415
1689,185271.016540293
1690,187508.594632491
1691,170905.065945542
1692,256714.213827575
1693,162180.016378249
1694,184044.821230464
1695,167301.73262661
1696,283190.77355169
1697,169077.432195567
1698,369296.501975207
1699,319659.964200322
1700,244833.312043145
1701,254210.299980464
1702,266231.141985512
1703,264310.410899749
1704,330380.325451972
1705,235951.346423805
1706,513322.431626263
1707,203783.793630764
1708,206180.969451751
1709,298553.43297855
1710,228823.235104477
1711,263470.423529702
1712,246644.908724274
1713,267738.932977374
1714,222842.403999749
1715,201284.828537177
1716,183925.400272895
1717,181127.464808631
1718,136658.283946837
1719,193213.027540252
1720,239987.328253149
1721,176220.166984827
1722,130207.411195031
1723,152628.530441042
1724,218546.782125722
1725,238185.360041234
1726,175546.865633644
1727,161286.882480989
1728,182399.601640988
1729,152043.468813314
1730,168576.524464969
1731,122849.515568272
1732,128092.578085478
1733,128155.838589758
1734,133052.193960566
1735,132430.139923042
1736,120900.783471694
1737,363474.693976682
1738,205760.538883313
1739,312317.864472037
1740,217584.243696019
1741,201803.438369161
1742,171689.779045751
1743,174854.769107406
1744,292702.774724949
1745,198915.180580277
1746,218211.033001808
1747,219840.026940808
1748,217646.454077459
1749,153263.714851263
1750,145122.694230616
1751,244903.668816831
1752,126370.442636752
1753,141935.592651176
1754,219278.102800825
1755,160521.274353329
1756,125604.813082347
1757,119660.486642034
1758,146109.202252264
1759,160292.674329889
1760,164508.17662711
1761,154366.507067754
1762,170290.569384811
1763,168738.743217729
1764,120006.839541669
1765,190890.514759273
1766,175063.721660752
1767,223656.147337877
1768,138840.186020853
1769,178142.784952111
1770,138653.054583442
1771,137891.015571958
1772,131894.66103743
1773,133486.344692952
1774,139542.654946152
1775,134280.784958442
1776,117095.062095243
1777,113794.519399006
1778,138520.276178785
1779,111562.610086791
1780,179504.729167407
1781,133146.219065494
1782,103386.724121285
1783,130863.718147679
1784,97313.3091873051
1785,110647.781472881
1786,149699.912299054
1787,161132.294153529
1788,61425.4665270554
1789,93683.580039767
1790,86887.8084718214
1791,193583.00197373
1792,141902.149041581
1793,149607.152029741
1794,145097.952041355
1795,134623.748746264
1796,119822.613832649
1797,129626.766207694
1798,124466.44685183
1799,111211.722813094
1800,119553.076425497
1801,126937.245574672
1802,159750.945731497
1803,159079.386875865
1804,139770.528613883
1805,136876.439790929
1806,117013.733022851
1807,136290.302351097
1808,114671.412446918
1809,114369.640430906
1810,144316.522994666
1811,98493.9845905113
1812,101872.376937296
1813,119612.918573212
1814,91645.991713158
1815,60497.6317715848
1816,90903.7887887977
1817,114365.634925868
1818,115920.540492891
1819,122084.114023034
1820,81100.9711575935
1821,117066.182885834
1822,153752.091219744
1823,60852.9868857937
1824,130214.273433323
1825,133110.235573788
1826,100345.39317997
1827,111141.551342323
1828,133045.69455765
1829,114551.353750987
1830,137704.271166115
1831,171452.523186916
1832,124072.660526081
1833,150851.700477618
1834,129734.071102216
1835,154617.017655194
1836,130202.118645683
1837,94158.2960605056
1838,115300.527017184
1839,88574.6161443482
1840,148204.341642335
1841,144312.529139976
1842,93199.1885666004
1843,142195.208890739
1844,129695.574231372
1845,138764.579881749
1846,153113.267102473
1847,161574.281623104
1848,61899.4290555271
1849,111467.33072049
1850,128575.587654264
1851,145273.694883038
1852,127226.503640413
1853,137354.240860227
1854,173566.824860159
1855,140622.368196061
1856,220941.616827349
1857,165748.758910949
1858,140557.579716549
1859,129062.742672315
1860,161789.639658189
1861,129353.960286064
1862,352912.508611882
1863,352912.508611882
1864,352912.508611882
1865,337009.601702669
1866,350198.75875261
1867,245046.379538009
1868,327871.643339995
1869,212106.150510173
1870,248769.515671128
1871,243151.582106402
1872,173080.436067315
1873,216674.755773844
1874,143618.805512027
1875,206592.583205893
1876,197314.8272327
1877,210163.329371811
1878,207844.255708345
1879,128770.816318148
1880,135356.339517093
1881,248387.291203505
1882,251082.325004939
1883,193837.155853683
1884,207201.722297925
1885,271874.35449039
1886,294684.374555743
1887,215790.4603368
1888,302932.169161996
1889,167653.133387897
1890,122601.785472301
1891,147685.385288285
1892,110885.84318394
1893,135891.330314274
1894,132078.893764083
1895,151685.103699358
1896,131970.165750199
1897,129171.80902738
1898,108786.795344406
1899,139921.273897721
1900,133988.271604447
1901,164371.670436909
1902,142589.067480636
1903,235145.412106664
1904,133963.460818044
1905,167521.481725707
1906,149573.223775667
1907,197748.999616544
1908,116501.846246921
1909,136761.708273141
1910,129866.919144312
1911,181817.931930934
1912,311553.822255185
1913,133061.288233652
1914,65158.7359176478
1915,303634.925991316
1916,66540.885630843
1917,264806.164220852
1918,135164.442098437
1919,159716.051111868
1920,162611.745858886
1921,452074.993001501
1922,318008.165063887
1923,220785.365020076
1924,210835.439757449
1925,221144.041628866
1926,395853.192707586
1927,131760.111944478
1928,162999.446158551
1929,121915.641199824
1930,136541.460338294
1931,143559.813358628
1932,137847.917967571
1933,163261.891628182
1934,182078.754028977
1935,171653.988139016
1936,182099.180532901
1937,176545.035856727
1938,167361.322007546
1939,250364.358229871
1940,197403.242006921
1941,176390.554351318
1942,178848.243336621
1943,208598.675908392
1944,304931.836961969
1945,342109.03033398
1946,162556.427413963
1947,306639.311131729
1948,161166.721457257
1949,221399.676003877
1950,178708.656274508
1951,253126.16296152
1952,219687.386136633
1953,159043.77183283
1954,208085.381519043
1955,130609.685353517
1956,284152.901139825
1957,161564.290393903
1958,309000.361717003
1959,142843.770794119
1960,118394.271392511
1961,118981.424257909
1962,100910.763290263
1963,102117.719444028
1964,113794.145536437
1965,155699.834747558
1966,164024.256846869
1967,272535.611129698
1968,463021.085782806
1969,389268.059618377
1970,479869.185115556
1971,477509.331193447
1972,386850.322675337
1973,276607.174840115
1974,312599.675652485
1975,427029.130977451
1976,268716.988814592
1977,351340.258137463
1978,354098.26474038
1979,345918.113362303
1980,189708.831337193
1981,353056.105649561
1982,235674.401575237
1983,216707.349674611
1984,175205.677755422
1985,218746.745306475
1986,226100.628751112
1987,183343.640513081
1988,174344.878098644
1989,189424.80712268
1990,223237.999030858
1991,222408.649343265
1992,214031.023046998
1993,171186.506328689
1994,259385.150116266
1995,184781.12779856
1996,244764.571879546
1997,304976.773450789
1998,330384.035173664
1999,255253.250224124
2000,304889.306558006
2001,254385.345346472
2002,242768.052950232
2003,262008.647862812
2004,268365.294426302
2005,231372.279087422
2006,222789.052285948
2007,259380.046050164
2008,192615.467091362
2009,182993.786436625
2010,183766.569540527
2011,139876.541996669
2012,180956.976959873
2013,177392.883151252
2014,182891.647798577
2015,189187.598334243
2016,190233.198530395
2017,191758.053106072
2018,125197.608168733
2019,137497.439185703
2020,119062.828452776
2021,124332.750222729
2022,172560.46387611
2023,146965.835884573
2024,239292.949716768
2025,373115.553430979
2026,172259.012203924
2027,150001.525996546
2028,172630.406168699
2029,173365.768516346
2030,268658.93118433
2031,248821.208807697
2032,275202.985247766
2033,276924.653182741
2034,167454.929971238
2035,210885.023027462
2036,206437.133923076
2037,207377.687249984
2038,308841.009387542
2039,209456.726153331
2040,385352.196778322
2041,254290.711911815
2042,193985.892553326
2043,162685.584496414
2044,180962.743945683
2045,205270.030143445
2046,139728.010076057
2047,151295.395429563
2048,131748.034431797
2049,141477.169198609
2050,175876.17193117
2051,106196.900041728
2052,133058.642815006
2053,144020.474357217
2054,83947.6967407865
2055,152529.063790134
2056,130978.512433285
2057,131341.567989972
2058,209533.525542516
2059,148503.956204452
2060,160403.803201522
2061,177145.549380291
2062,138244.06945758
2063,112996.72524028
2064,136229.32488099
2065,120307.936215746
2066,173188.599782992
2067,136929.675072305
2068,136397.72692423
2069,83161.885506395
2070,106993.436413789
2071,94002.4610782919
2072,127019.424137193
2073,137511.522456386
2074,186140.840020884
2075,141818.966995919
2076,129126.623983426
2077,141108.034901848
2078,133397.236516189
2079,133299.240944883
2080,112093.8679141
2081,132660.369114155
2082,125538.003864495
2083,145256.902402441
2084,114548.356654654
2085,130580.778105627
2086,134717.448798145
2087,121839.042081022
2088,115345.942009987
2089,89170.6450127666
2090,131081.653495297
2091,121787.597724697
2092,124375.661598142
2093,131088.882485553
2094,137559.503542094
2095,156244.850651619
2096,80190.4740261663
2097,96619.780977647
2098,149186.426469742
2099,60032.2450485659
2100,102499.731577048
2101,132330.837219666
2102,133384.606779403
2103,100195.128497293
2104,143293.39416207
2105,119869.225078508
2106,77300.7627837122
2107,228003.788762998
2108,110768.015170952
2109,110481.256246503
2110,132001.82765315
2111,147543.069735292
2112,141325.403660931
2113,117695.847401306
2114,108702.494629381
2115,149747.442219623
2116,120701.684021337
2117,149804.626069924
2118,119443.328132223
2119,95484.9804399226
2120,114767.909271788
2121,107020.117977976
2122,87518.8076871711
2123,90056.7185486442
2124,197331.656673349
2125,137172.507945192
2126,157248.341720141
2127,137088.251903541
2128,118543.212878418
2129,103432.360314663
2130,134139.558500732
2131,170807.879973461
2132,111128.75476435
2133,116369.247986586
2134,115726.309212249
2135,97694.4724236064
2136,72548.6379624545
2137,114649.644260806
2138,133462.864363932
2139,148922.55981187
2140,136928.29650582
2141,129695.574231372
2142,131671.295295132
2143,139558.292468232
2144,127838.539869614
2145,135427.743263932
2146,150727.067371685
2147,165915.894328386
2148,125187.377419768
2149,131643.206730953
2150,212158.593153638
2151,138125.964911099
2152,193426.530221581
2153,162721.626639348
2154,110478.814874218
2155,127788.60476313
2156,252417.058863217
2157,231538.006462701
2158,234116.878247071
2159,219335.462852393
2160,176199.414103688
2161,252327.369748883
2162,478931.314583596
2163,364755.3887458
2164,247340.331884521
2165,169510.83099105
2166,143714.468027984
2167,219188.310186328
2168,198010.461391427
2169,187648.490773248
2170,216038.577236791
2171,141225.523453439
2172,139194.41937991
2173,159598.645224424
2174,240505.469292976
2175,323298.766908978
2176,316338.108994775
2177,256487.836861211
2178,214882.881926695
2179,147114.638732127
2180,222215.364270813
2181,188553.513962977
2182,229613.078565417
2183,200769.741496986
2184,137216.337034742
2185,118244.804945982
2186,150579.732532554
2187,148296.7396717
2188,160806.873251402
2189,204985.867534038
2190,83499.9458985267
2191,83499.9458985267
2192,95040.4913782178
2193,98772.332190828
2194,96229.9414445472
2195,120526.136025099
2196,97770.0359188072
2197,118268.490483745
2198,155138.123362947
2199,192611.949175221
2200,125765.648477469
2201,133111.764534153
2202,206118.86706097
2203,158328.691790836
2204,180678.870108834
2205,112504.999256276
2206,133014.70126932
2207,199986.856075053
2208,247669.498447777
2209,182805.251784547
2210,119821.071854576
2211,112136.409281185
2212,108829.856811991
2213,97049.1670333502
2214,134919.423281734
2215,100623.584077472
2216,140106.499852535
2217,81107.1753711443
2218,83087.4584456455
2219,83736.708674155
2220,73601.1167488334
2221,302366.743279742
2222,240143.626454073
2223,271106.925789489
2224,214998.553755474
2225,139020.000369884
2226,194946.946882525
2227,187716.514100476
2228,262422.489334418
2229,245721.028967835
2230,148406.877422004
2231,208011.49570256
2232,177821.135977892
2233,166349.989159219
2234,243606.583078043
2235,204939.990247051
2236,296476.821538478
2237,366375.968366387
2238,214683.957215763
2239,133173.563723787
2240,161108.873736397
2241,139280.098966781
2242,136034.794034751
2243,128998.871902093
2244,100829.395359401
2245,96724.2270896799
2246,141562.164771666
2247,102215.266008445
2248,127099.549746527
2249,130172.557514642
2250,136752.493722395
2251,112985.586826987
2252,181767.96364543
2253,155441.339554118
2254,173147.44353887
2255,192053.186248227
2256,179615.150541916
2257,214552.685947682
2258,172392.216793348
2259,176936.09964042
2260,156419.577009607
2261,198703.765734838
2262,211109.895171102
2263,335181.370774441
2264,468446.074735319
2265,158062.119818863
2266,271935.915394139
2267,357943.630272714
2268,366335.609267037
2269,156922.897220322
2270,177326.344376569
2271,226065.97005069
2272,201066.070274256
2273,155575.197444599
2274,172544.021947904
2275,173489.868839452
2276,176240.653183633
2277,190939.694537201
2278,152310.18467359
2279,127701.519863471
2280,112083.182718789
2281,167889.425444454
2282,176611.636904853
2283,99024.41536023
2284,110954.733703747
2285,160145.762557291
2286,127116.355180592
2287,332284.093892532
2288,264373.756984623
2289,403321.003036302
2290,460418.020326656
2291,307886.925771427
2292,422568.504109276
2293,494708.431050521
2294,410638.574238433
2295,473249.852392392
2296,297077.803025178
2297,302112.388909546
2298,289559.996944209
2299,410229.938724495
2300,321959.097426216
2301,264515.326819571
2302,244954.039466135
2303,257535.686675259
2304,253692.524152407
2305,185203.555100674
2306,185641.885544782
2307,188055.85865366
2308,234632.603684734
2309,266853.655712025
2310,216765.388807798
2311,203456.64651808
2312,183036.922208946
2313,179695.09811151
2314,170642.240042528
2315,179688.590501899
2316,186820.248057927
2317,178905.015257264
2318,178649.54466359
2319,175525.143133065
2320,180316.017695
2321,250767.632504503
2322,183302.015746754
2323,178456.500417894
2324,167118.250031938
2325,215331.533954458
2326,163267.448844417
2327,217696.259175997
2328,226545.849895087
2329,188257.367198349
2330,176602.197376725
2331,372795.098643883
2332,442188.513261253
2333,331484.399849438
2334,264490.938833789
2335,250495.243615278
2336,339847.265603703
2337,200253.960618386
2338,293767.001029967
2339,236718.857768231
2340,409550.47403929
2341,217161.239475693
2342,237613.008061895
2343,235411.494921753
2344,234034.646172078
2345,253169.355073374
2346,218099.094985154
2347,189964.577700361
2348,235262.780515478
2349,165850.447939479
2350,270012.459382341
2351,247225.137848054
2352,254048.418200063
2353,226540.968014446
2354,132261.884406632
2355,156009.277030015
2356,151561.120842738
2357,199656.051212202
2358,190861.57610945
2359,128314.103951642
2360,118778.974830011
2361,136525.133569837
2362,264552.812469999
2363,141226.987437484
2364,161621.057928191
2365,220781.743331226
2366,206840.745598207
2367,236307.839883839
2368,210059.94501467
2369,228499.90627916
2370,176219.540075752
2371,169712.00290533
2372,182543.817692734
2373,281643.000686605
2374,303384.36256517
2375,234586.120959419
2376,290151.060810783
2377,359492.483614058
2378,134089.686609212
2379,205904.611056237
2380,145307.809590689
2381,158716.527088014
2382,184505.602263136
2383,204104.461718018
2384,239800.318575382
2385,151876.080090471
2386,136793.400275602
2387,135798.895959499
2388,98522.3241651072
2389,132099.165893521
2390,140077.499796535
2391,136505.530480787
2392,114393.769196016
2393,172658.273256712
2394,144718.5273613
2395,210577.936359667
2396,140793.900175281
2397,202507.925461403
2398,125022.651632518
2399,69518.4585437377
2400,62527.058720557
2401,121954.118649083
2402,133175.402444405
2403,138440.646046756
2404,141551.659845666
2405,159339.425886083
2406,139155.006471215
2407,128017.105080542
2408,132611.394230729
2409,136532.0738108
2410,183831.422983563
2411,127409.533034229
2412,152773.63742288
2413,132773.024887441
2414,134122.864650489
2415,135517.843867807
2416,130509.117229607
2417,125628.831642529
2418,123608.608700748
2419,124389.289911975
2420,136242.22866019
2421,147942.907274835
2422,116364.113455889
2423,120670.79915378
2424,170100.843650619
2425,196936.745055223
2426,134193.976993047
2427,127009.460180566
2428,176660.470980993
2429,120299.234689524
2430,132601.340249683
2431,132603.580086805
2432,139039.674049577
2433,144351.02564875
2434,142238.073102819
2435,152514.171663235
2436,106531.935217748
2437,114194.040577243
2438,133363.671443456
2439,106714.568896121
2440,127158.543524298
2441,111485.936592878
2442,110034.758518244
2443,112106.617768236
2444,126602.882480156
2445,78780.4038877446
2446,109390.13786581
2447,176770.79034637
2448,134115.289143734
2449,101661.132963908
2450,140566.668627715
2451,130837.051366952
2452,189078.534615465
2453,92128.1466235372
2454,122427.82282166
2455,114512.007751894
2456,129613.953294881
2457,116326.690017051
2458,109412.197780395
2459,100771.098450809
2460,135213.624188906
2461,105245.799525353
2462,130717.137364447
2463,114656.821687167
2464,175373.700047314
2465,124417.055923731
2466,113246.136061976
2467,142803.295788815
2468,87305.645235699
2469,92634.716142417
2470,184700.718700559
2471,236605.192150801
2472,162975.65570361
2473,124101.06079777
2474,103271.053259087
2475,224945.554920035
2476,114225.60925537
2477,126815.82338413
2478,165818.422674286
2479,123728.926335863
2480,136402.58484467
2481,129618.04094623
2482,129696.165014232
2483,121008.889096611
2484,123890.196491742
2485,117364.705335541
